,osmid,geometry,power,element_type,amenity,name,created_by,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,cuisine,opening_hours,phone,survey:date,website,source:addr,outdoor_seating,addr:unit,air_conditioning,alt_name,bar,contact:facebook,delivery,diet:pescetarian,diet:vegetarian,drive_in,drive_through,email,old_name,short_name,takeaway,addr:housename,addr:suite,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,diet:gluten_free,diet:vegan,shop,brand,brand:wikidata,brand:wikipedia,official_name,wheelchair,building,entrance,fax,smoking,contact:email,contact:instagram,contact:phone,contact:website,pricerange,source,microbrewery,description,name:ja,operator,GPS,capacity,covered,int_name,brewery,reservation,level,wifi,internet_access,internet_access:fee,designation,addr:full,dispensing,oven,toilets:wheelchair,wikidata,wikipedia,contact:fax,fixme,contact:foursquare,contact:twitter,ref,wheelchair:description,construction,opening_hours:url,location,start_date,note,long_name,payment:bitcoin,disused:amenity,firearms,alcohol,buffet,opening_hours:note,office,name:en,opening_hours:rubbish,amenity_1,source:date,phone_1,cuisine_1,payment:cash,payment:cheque,payment:credit_cards,attribution,amenity_2,internet_access:ssid,cuisine_2,access,organic,food,restaurant,source:name,contact:yelp,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,leisure,drink:beer,name:zh,was:contact:facebook,contact:google_plus,owner,facebook,link,payment:coins,payment:notes,payment:visa_debit,name:es,source:stars,stars,craft,theme,toilets,toilets:access,addr:place,height,vegan,vegetarian,opening_hours:signed,delivery:partner,takeaway:partner,atm,ice_cream,door,diet:halal,diet:dairy_free,contact:tripadvisor,diet:meat,payment:debit_cards,nodes,gnis:county_name,gnis:import_uuid,motorcycle_friendly,tourism,url,building:use,building:levels,building:material,FIXME,imagery_source,layer,diaper:female,diaper:male,name:ko,takeout,nonsquare,area,contact:linkedin,loc_name,roof:shape,source:geometry,old_name:1,old_name:2,old_name:3,historic,image,breakfast,breakfast:menu,lunch,lunch:menu,building:part,building:colour,old_name:1950-2013,roof:levels,cabin:rental,fee,motorcycle:theme,shop_1,landuse,noname,internet_access:type,parking,product,roof:colour,not:brand:wikidata,branch,note:reservation,FID,opening_hours:Upstairs_Steamer_Bar,alt_name:1,type,ways
313035314,313035314,"POLYGON ((-80.589133 35.9209096, -80.58923160000001 35.9209989, -80.5892466 35.920988, -80.58927129999999 35.9210104, -80.5892568 35.9210209, -80.58929670000001 35.921057, -80.5892633 35.9210812, -80.589282 35.9210981, -80.58925240000001 35.9211196, -80.5892328 35.9211018, -80.58920139999999 35.9211246, -80.58914179999999 35.9210706, -80.5891216 35.9210853, -80.58908580000001 35.9210528, -80.58910760000001 35.921037, -80.5890407 35.9209765, -80.589133 35.9209096))",,way,restaurant,Pizza Hut,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189579078, 3189579095, 3189579092, 3189579100, 3189579103, 3189579117, 3189579121, 3189579124, 3189579130, 3189579125, 3189579131, 3189579119, 3189579122, 3189579116, 3189579113, 3189579091, 3189579078]",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313035329,313035329,"POLYGON ((-80.5845479 35.9177355, -80.58434870000001 35.9178186, -80.58420750000001 35.9175965, -80.5844067 35.9175134, -80.5845479 35.9177355))",,way,restaurant,Shiki Japanese Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3189578922, 3189578925, 3189578918, 3189578915, 3189578922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313646814,313646814,"POLYGON ((-77.6371998 36.434671, -77.6371571 36.4347387, -77.63716789999999 36.4347473, -77.6371309 36.434813, -77.637117 36.4348031, -77.6370718 36.4348747, -77.63660609999999 36.4346842, -77.63663940000001 36.4346316, -77.63661209999999 36.4346205, -77.63667359999999 36.434523, -77.6368306 36.4345872, -77.63686420000001 36.4345338, -77.6371998 36.434671))",,way,restaurant,Ryan's Family Steakhouse,,,,,,,,steak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3196542632, 3196542633, 3196542634, 3196542635, 3196542636, 3196542637, 3196542638, 3196542639, 3196542640, 3196542641, 3196542642, 3196542643, 3196542632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313646816,313646816,"POLYGON ((-77.63569 36.4334948, -77.635558 36.4336695, -77.6354168 36.4335953, -77.6355429 36.4334253, -77.63569 36.4334948))",,way,restaurant,Pizza Hut,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3196542648, 3196542649, 3196542650, 3196542651, 3196542648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313651301,313651301,"POLYGON ((-77.6323604 36.4299178, -77.6320211 36.430046, -77.6319124 36.4298598, -77.63203300000001 36.4298142, -77.6320173 36.4297874, -77.632076 36.4297652, -77.6320948 36.4297974, -77.6322244 36.4297484, -77.63223120000001 36.4297599, -77.6322995 36.4297341, -77.63237359999999 36.429861, -77.6323356 36.4298754, -77.6323604 36.4299178))",,way,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3196546952, 3196592084, 3196592060, 3196592050, 3196592045, 3196592042, 3196592047, 3196592040, 3196592041, 3196592035, 3196592061, 3196592064, 3196546952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313651315,313651315,"POLYGON ((-77.63331789999999 36.4313994, -77.63321089999999 36.4316064, -77.6331277 36.4315786, -77.6332347 36.4313715, -77.63331789999999 36.4313994))",,way,restaurant,Waffle House,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waffle House,Q1701206,en:Waffle House,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2973528952, 3196592170, 3196592169, 3196592152, 2973528952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313651328,313651328,"POLYGON ((-77.6335077 36.4324871, -77.6333922 36.4327876, -77.6332148 36.4327435, -77.6333303 36.4324429, -77.6335077 36.4324871))",,way,restaurant,Ruby Tuesday,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby Tuesday,Q7376400,en:Ruby Tuesday (restaurant),,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2973528985, 3196592256, 3196592252, 3196592244, 2973528985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313651344,313651344,"POLYGON ((-77.6318574 36.4291758, -77.6319367 36.4293288, -77.631632 36.4294309, -77.63155279999999 36.4292779, -77.6318574 36.4291758))",,way,restaurant,Applebee’s Neighborhood Grill & Bar,,,,,,NC,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applebee’s Neighborhood Grill & Bar,Q621532,en:Applebee's,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3196546950, 3196592010, 3196592013, 3196592009, 3196546950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313651367,313651367,"POLYGON ((-77.63124569999999 36.4321601, -77.63086 36.4319978, -77.630774 36.43213, -77.6307999 36.4321409, -77.63071979999999 36.4322642, -77.63107960000001 36.4324156, -77.63124569999999 36.4321601))",,way,restaurant,Cracker Barrel,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cracker Barrel,Q4492609,en:Cracker Barrel,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2973528982, 3196592190, 3196592202, 3196592205, 3196592218, 3196592239, 2973528982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315335644,315335644,"POLYGON ((-80.85780509999999 35.2192651, -80.8575678 35.2191056, -80.85756809999999 35.2191221, -80.8575195 35.2191763, -80.85754420000001 35.2191904, -80.85748510000001 35.219243, -80.85769139999999 35.2193878, -80.85780509999999 35.2192651))",,way,restaurant,Seoul Food Meat Co.,,Charlotte,,1400,28203,NC,South Church Street,korean_barbecue,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3214461234, 3214461235, 3214461237, 3214461238, 3214461239, 3214461240, 3214461241, 3214461234]",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315948278,315948278,"POLYGON ((-81.68731630000001 35.7338649, -81.6874566 35.734116, -81.687389 35.7341409, -81.6873726 35.7341115, -81.6873148 35.7341328, -81.6871912 35.7339118, -81.68720450000001 35.7339069, -81.6871884 35.7338782, -81.687281 35.7338441, -81.6872967 35.7338722, -81.68731630000001 35.7338649))",,way,restaurant,China Buffet,,Morganton,,504,28655,NC,West Fleming Drive,chinese,,(828) 438-8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3220681606, 3220681599, 3220681607, 3220681615, 3220681600, 3220681608, 3220681616, 3220681601, 3220681609, 3220681617, 3220681606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320332016,320332016,"POLYGON ((-78.8267214 35.0078112, -78.8268892 35.0075839, -78.8267323 35.0075062, -78.8265645 35.0077335, -78.8267214 35.0078112))",,way,restaurant,Ruby Tuesday,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby Tuesday,Q7376400,en:Ruby Tuesday (restaurant),,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3268371194, 3268371192, 3268371191, 3268371193, 3268371194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322507765,322507765,"POLYGON ((-80.3905283 36.0724911, -80.39054230000001 36.0723722, -80.3903566 36.0723552, -80.39035079999999 36.0724807, -80.3905283 36.0724911))",,way,restaurant,Greek Grill,,Clemmons,,1520,27012,NC,Lewisville Clemmons Road,greek,Mo-Sa 11:00-21:00; Su 12:00-16:00,336-293-4777,,https://www.thegreekgrillclemmons.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3292788259, 3292788260, 3292789061, 3292789062, 3292788259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323364520,323364520,"POLYGON ((-79.9909504 36.104233, -79.9908961 36.1042415, -79.990905 36.1042786, -79.990824 36.1042913, -79.9908135 36.1042475, -79.9906423 36.1042743, -79.9905928 36.1040683, -79.9906636 36.1040572, -79.9906599 36.1040421, -79.9908294 36.1040156, -79.9908339 36.104034, -79.9909001 36.1040236, -79.9909504 36.104233))",,way,restaurant,Olympic Family Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3301674074, 3301674075, 3301674076, 3301674077, 3301674078, 3301674079, 3301674080, 3301674081, 3301674082, 3301674083, 3301674084, 3301674085, 3301674074]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323566885,323566885,"POLYGON ((-81.7059215 35.7469259, -81.7058311 35.747084, -81.7057555 35.7470555, -81.705719 35.7471193, -81.705651 35.7470937, -81.7056146 35.74708, -81.7055634 35.7470607, -81.7056372 35.7469318, -81.7056114 35.7469221, -81.7056412 35.7468699, -81.7056257 35.7468641, -81.70564899999999 35.7468232, -81.70574139999999 35.746858, -81.7057544 35.7468342, -81.70579770000001 35.746851, -81.7057836 35.7468739, -81.7059215 35.7469259))",,way,restaurant,Friday Friends,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3303522747, 3303522748, 3303522749, 3303522750, 3303522861, 3303522865, 3303522751, 3303522752, 3303522753, 3303522754, 3303522755, 3303522756, 3303522757, 3303522760, 3303522759, 3303522758, 3303522747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323731315,323731315,"POLYGON ((-79.79378699999999 35.9986173, -79.7937597 35.9988182, -79.7936728 35.9988105, -79.7937001 35.9986096, -79.79378699999999 35.9986173))",,way,restaurant,Waffle House,,Greensboro,,102,,,Elmsley Meadows Lane,american,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waffle House,Q1701206,en:Waffle House,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2862066320, 3305143480, 3305143482, 3305143471, 2862066320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323731317,323731317,"POLYGON ((-79.79328870000001 36.0042005, -79.79296530000001 36.0042797, -79.7928521 36.003977, -79.7931755 36.0038979, -79.79328870000001 36.0042005))",,way,restaurant,Cracker Barrel,,Greensboro,,3701,,,Elmsley Court,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gift,Cracker Barrel,Q4492609,en:Cracker Barrel,Cracker Barrel Old Country Store,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2862066314, 3305143478, 3305143477, 3305143472, 2862066314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324417184,324417184,"POLYGON ((-80.8624133 35.2290855, -80.862049 35.2295253, -80.86183149999999 35.2294043, -80.86172929999999 35.2293475, -80.8617196 35.229254, -80.8617998 35.2291538, -80.8624133 35.2290855))",,way,restaurant,,,,,,,,West Morehead Street,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,"[3311399420, 3311399470, 3311399459, 3311399452, 3311399436, 3311399427, 3311399420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324418138,324418138,"POLYGON ((-80.8673986 35.2290311, -80.8674998 35.2290424, -80.8674664 35.2291943, -80.86739249999999 35.2292768, -80.8673197 35.2292402, -80.8673673 35.2291802, -80.8673986 35.2290311))",,way,restaurant,Pinky's Westside Grill,,Charlotte,,1600,28208,NC,West Morehead Street,regional,Mo-Su 11:00-23:00,+1 704 332 0402,,https://eatatpinkys.com/,,yes,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3311399412, 3311399415, 3311399431, 3311399438, 3311399435, 3311399430, 3311399412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328037458,328037458,"POLYGON ((-78.8467373 35.8796201, -78.84683080000001 35.8795411, -78.84685519999999 35.8795576, -78.8469405 35.8794884, -78.8469545 35.8794978, -78.84697079999999 35.8794855, -78.8469731 35.8794871, -78.8470102 35.8795142, -78.8470409 35.8795366, -78.84701870000001 35.8795536, -78.8470549 35.879581, -78.8470409 35.8795933, -78.8470595 35.8796085, -78.8470374 35.8796255, -78.8470701 35.8796529, -78.8469113 35.8797712, -78.8467373 35.8796201))",,way,restaurant,Mez Contemporary Mexican,,Durham,,5410-8,27703,NC,Page Road,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3348620760, 3348620761, 3348620762, 3348620763, 3348620764, 3348620765, 5608262943, 5608262941, 3348620766, 3348620767, 3348620768, 3348620769, 3348620770, 3348620771, 3348620772, 3348620773, 3348620760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330688395,330688395,"POLYGON ((-78.9991607 34.6432903, -78.9991581 34.6431058, -78.99879489999999 34.6431036, -78.99880020000001 34.6432881, -78.9991607 34.6432903))",,way,restaurant,Bravo Pleasant Pizza,,,,,,,,italian,,,,,,,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3376805908, 3376805909, 3376805910, 3376805911, 3376805908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330690477,330690477,"POLYGON ((-79.0112086 34.6433801, -79.01112190000001 34.6432927, -79.0109958 34.6433773, -79.01108240000001 34.6434648, -79.0112086 34.6433801))",,way,restaurant,Waffle House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3376821184, 3376821185, 3376821186, 3376821187, 3376821184]",,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330690481,330690481,"POLYGON ((-79.01138950000001 34.6436901, -79.01124489999999 34.6435381, -79.0113573 34.6434657, -79.0115019 34.6436178, -79.01138950000001 34.6436901))",,way,restaurant,Two Guys Grill,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3376821188, 3376821189, 3376821190, 3376821191, 3376821188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331228544,331228544,"POLYGON ((-78.8480704 35.8783782, -78.84792710000001 35.8784901, -78.84796249999999 35.8785231, -78.8479112 35.8785532, -78.8480563 35.8786736, -78.84808460000001 35.8786421, -78.848212 35.8787439, -78.84825979999999 35.8787037, -78.848212 35.8786707, -78.8483288 35.878579, -78.8480704 35.8783782))",,way,restaurant,Page Road Grill,,Durham,,5416,27703,NC,Page Road,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3382819560, 3382819561, 3382819562, 3382819563, 3382819564, 3382819565, 3382819566, 3382819567, 3382819568, 3382819569, 3382819560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331614868,331614868,"POLYGON ((-76.7374018 35.860396, -76.7373487 35.8603089, -76.73737869999999 35.8602969, -76.73721020000001 35.8600201, -76.737027 35.8600934, -76.7372486 35.8604573, -76.7374018 35.860396))",,way,restaurant,Casa Garcia,,,,474,,,US Highway 64 East,mexican,,+12527911229,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3387086512, 3387086510, 3387086509, 3387086505, 3387086507, 3387086514, 3387086512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334207297,334207297,"POLYGON ((-79.9033627 36.0547238, -79.9033706 36.0545178, -79.9030454 36.0545097, -79.9030429 36.0545771, -79.902973 36.0545754, -79.9029677 36.054714, -79.9033627 36.0547238))",,way,restaurant,Logan's Roadhouse,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logan's Roadhouse,Q6666872,en:Logan's Roadhouse,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3413100185, 3413100186, 3413100187, 3413100188, 3413100189, 3413100190, 3413100185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334207314,334207314,"POLYGON ((-79.8976641 36.0576466, -79.8974455 36.0576472, -79.8974474 36.0577415, -79.8973745 36.0577439, -79.8973762 36.0578287, -79.8974477 36.0578275, -79.8974442 36.0581134, -79.8976787 36.0581131, -79.8976641 36.0576466))",,way,restaurant,Golden Corral,,,,,,,,american;buffet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Corral,Q4039560,en:Golden Corral,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3413100287, 3413100288, 3413100289, 3413100290, 3413100291, 3413100292, 3413100293, 3413100294, 3413100287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334207315,334207315,"POLYGON ((-79.8966894 36.0572067, -79.89653370000001 36.0574585, -79.89640300000001 36.0574037, -79.8962258 36.0573268, -79.89637089999999 36.0570722, -79.8966894 36.0572067))",,way,restaurant,Cracker Barrel,,Greensboro,US,4402,,NC,Landview Drive,american,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Cracker Barrel,Q4492609,en:Cracker Barrel,Cracker Barrel Old Country Store,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3413100300, 3413100297, 3467926548, 3413100298, 3413100299, 3413100300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334207316,334207316,"POLYGON ((-79.89882780000001 36.0550238, -79.8987439 36.0551656, -79.8986838 36.0552674, -79.89851299999999 36.0552014, -79.89865709999999 36.0549578, -79.89882780000001 36.0550238))",,way,restaurant,TGI Friday's,,Greensboro,US,4423,,NC,West Wendover Avenue,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGI Friday's,Q1524184,en:TGI Fridays,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2858957224, 3467926560, 3413100302, 3413100303, 3413100304, 2858957224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334207319,334207319,"POLYGON ((-79.8975385 36.0542419, -79.8974834 36.0542442, -79.89748109999999 36.0542075, -79.89724200000001 36.0542177, -79.89722980000001 36.0540301, -79.8975471 36.0540166, -79.8975518 36.0540892, -79.89749449999999 36.0540916, -79.89750119999999 36.0541948, -79.8975354 36.0541933, -79.8975385 36.0542419))",,way,restaurant,O'Charley's,,Greensboro,US,4505,,NC,Landover Road,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Charley's,Q7071703,en:O'Charley's,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2858957228, 3413100315, 3413100316, 3413100317, 3413100318, 3413100319, 3413100320, 3413100321, 3413100322, 3413100323, 2858957228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
